,Date/Time,Lat,Lon,Base_B02512,Base_B02598,Base_B02617,Base_B02682,Base_B02764,db_clusters
99471,2014-04-13 01:38:00,40.7285,-74.0053,0,1,0,0,0,0
300882,2014-04-24 19:54:00,40.724,-74.0033,0,0,1,0,0,0
448439,2014-04-16 23:34:00,40.7381,-74.0095,0,0,0,1,0,0
10616,2014-04-09 13:06:00,40.7629,-73.9821,1,0,0,0,0,0
311158,2014-04-27 03:14:00,40.7187,-73.8135,0,0,1,0,0,-1
475097,2014-04-21 06:52:00,40.7761,-73.9638,0,0,0,1,0,0
23038,2014-04-21 07:51:00,40.7453,-73.9869,1,0,0,0,0,0
360349,2014-04-04 22:21:00,40.7372,-73.9888,0,0,0,1,0,0
300909,2014-04-24 20:01:00,40.7182,-73.9903,0,0,1,0,0,0
224859,2014-04-02 18:55:00,40.7602,-73.9762,0,0,1,0,0,0
337090,2014-04-02 16:13:00,40.7233,-73.9912,0,0,0,1,0,0
339532,2014-04-02 20:37:00,40.7568,-73.9847,0,0,0,1,0,0
187051,2014-04-27 08:30:00,40.7356,-74.0029,0,1,0,0,0,0
471953,2014-04-20 14:07:00,40.8044,-73.9479,0,0,0,1,0,0
202334,2014-04-29 18:03:00,40.7463,-73.9852,0,1,0,0,0,0
115588,2014-04-16 15:55:00,40.7298,-73.9808,0,1,0,0,0,0
51390,2014-04-04 13:27:00,40.6709,-73.955,0,1,0,0,0,0
426632,2014-04-13 18:46:00,40.7231,-73.9765,0,0,0,1,0,0
458870,2014-04-18 11:53:00,40.711,-74.0062,0,0,0,1,0,0
33634,2014-04-30 08:27:00,40.7578,-73.9891,1,0,0,0,0,0
434353,2014-04-15 09:13:00,40.6944,-73.9681,0,0,0,1,0,0
138100,2014-04-20 11:50:00,40.7269,-73.991,0,1,0,0,0,0
439543,2014-04-15 20:20:00,40.7129,-73.9676,0,0,0,1,0,0
28130,2014-04-25 18:27:00,40.7269,-74.0031,1,0,0,0,0,0
560175,2014-04-18 08:11:00,40.765,-73.9163,0,0,0,0,1,0
33151,2014-04-29 20:46:00,40.7294,-73.987,1,0,0,0,0,0
49658,2014-04-04 05:57:00,40.784,-73.9723,0,1,0,0,0,0
253107,2014-04-10 07:31:00,40.7613,-74.0001,0,0,1,0,0,0
151580,2014-04-23 06:31:00,40.799,-73.9624,0,1,0,0,0,0
260813,2014-04-12 01:08:00,40.7063,-74.009,0,0,1,0,0,0
94089,2014-04-12 10:40:00,40.7335,-74.0043,0,1,0,0,0,0
60325,2014-04-05 20:33:00,40.7433,-73.986,0,1,0,0,0,0
311705,2014-04-27 12:00:00,40.7266,-73.9408,0,0,1,0,0,0
438023,2014-04-15 18:14:00,40.7638,-73.9719,0,0,0,1,0,0
432165,2014-04-14 20:22:00,40.7672,-73.9707,0,0,0,1,0,0
469946,2014-04-20 00:12:00,40.7831,-73.9804,0,0,0,1,0,0
167963,2014-04-25 08:22:00,40.7359,-73.9821,0,1,0,0,0,0
151156,2014-04-23 01:12:00,40.742,-74.0039,0,1,0,0,0,0
226393,2014-04-03 08:17:00,40.8036,-73.9521,0,0,1,0,0,0
187070,2014-04-27 08:44:00,40.7133,-73.9907,0,1,0,0,0,0
407794,2014-04-11 07:15:00,40.7205,-73.9549,0,0,0,1,0,0
77472,2014-04-09 12:13:00,40.721,-73.9583,0,1,0,0,0,0
35351,2014-04-30 21:30:00,40.7513,-73.9759,1,0,0,0,0,0
439999,2014-04-15 20:58:00,40.7268,-73.9945,0,0,0,1,0,0
111731,2014-04-15 20:37:00,40.7136,-74.0096,0,1,0,0,0,0
424505,2014-04-13 11:20:00,40.7632,-73.9742,0,0,0,1,0,0
224648,2014-04-02 18:06:00,40.7114,-73.947,0,0,1,0,0,0
504240,2014-04-25 08:09:00,40.7418,-73.992,0,0,0,1,0,0
135612,2014-04-19 20:28:00,40.7125,-73.9625,0,1,0,0,0,0
484676,2014-04-22 19:10:00,40.755,-73.9912,0,0,0,1,0,0
245410,2014-04-07 20:41:00,40.723,-74.008,0,0,1,0,0,0
897,2014-04-01 20:52:00,40.7634,-73.9792,1,0,0,0,0,0
122987,2014-04-17 18:29:00,40.7711,-73.866,0,1,0,0,0,0
195725,2014-04-28 19:30:00,40.76,-73.9741,0,1,0,0,0,0
373529,2014-04-06 14:55:00,41.1293,-73.8096,0,0,0,1,0,-1
310091,2014-04-26 22:04:00,40.7349,-73.9932,0,0,1,0,0,0
148910,2014-04-22 17:33:00,40.7809,-73.955,0,1,0,0,0,0
236582,2014-04-05 15:03:00,40.7257,-73.9965,0,0,1,0,0,0
173155,2014-04-25 20:11:00,40.6934,-74.0011,0,1,0,0,0,0
377347,2014-04-07 08:06:00,40.7274,-73.9831,0,0,0,1,0,0
315261,2014-04-28 17:42:00,40.7529,-73.9813,0,0,1,0,0,0
487801,2014-04-23 08:56:00,40.7668,-73.9834,0,0,0,1,0,0
249967,2014-04-09 08:55:00,40.7156,-73.986,0,0,1,0,0,0
103791,2014-04-14 09:44:00,40.7265,-73.9776,0,1,0,0,0,0
418930,2014-04-12 17:29:00,40.7333,-73.9997,0,0,0,1,0,0
73367,2014-04-08 15:21:00,40.7474,-74.0095,0,1,0,0,0,0
512481,2014-04-26 00:10:00,40.7715,-73.9593,0,0,0,1,0,0
191998,2014-04-28 07:47:00,40.646,-73.7768,0,1,0,0,0,1
337675,2014-04-02 17:12:00,40.7632,-73.9661,0,0,0,1,0,0
335648,2014-04-02 12:24:00,40.7477,-73.9788,0,0,0,1,0,0
264839,2014-04-13 11:10:00,40.8076,-73.9551,0,0,1,0,0,0
500079,2014-04-24 18:56:00,40.7437,-73.9882,0,0,0,1,0,0
392419,2014-04-09 07:41:00,40.7372,-74.0015,0,0,0,1,0,0
482044,2014-04-22 13:59:00,40.7538,-73.9913,0,0,0,1,0,0
326678,2014-04-30 23:07:00,40.7339,-74.0051,0,0,1,0,0,0
101128,2014-04-13 15:10:00,40.7272,-73.9952,0,1,0,0,0,0
393391,2014-04-09 11:19:00,40.7737,-73.9641,0,0,0,1,0,0
371921,2014-04-06 07:27:00,40.7152,-74.0102,0,0,0,1,0,0
135436,2014-04-19 19:50:00,40.7058,-74.0099,0,1,0,0,0,0
380213,2014-04-07 16:50:00,40.7142,-73.9351,0,0,0,1,0,0
163794,2014-04-24 18:56:00,40.7451,-74.0075,0,1,0,0,0,0
390984,2014-04-08 22:20:00,40.7404,-74.0061,0,0,0,1,0,0
263626,2014-04-12 22:37:00,40.745,-73.9846,0,0,1,0,0,0
8992,2014-04-07 20:35:00,40.76,-73.972,1,0,0,0,0,0
506952,2014-04-25 16:05:00,40.7256,-74.0039,0,0,0,1,0,0
248145,2014-04-08 17:45:00,40.7802,-73.9807,0,0,1,0,0,0
339562,2014-04-02 20:40:00,40.7436,-73.9829,0,0,0,1,0,0
163076,2014-04-24 17:51:00,40.7326,-73.9877,0,1,0,0,0,0
216945,2014-04-30 21:00:00,40.7473,-73.9853,0,1,0,0,0,0
67713,2014-04-07 14:39:00,40.7703,-73.9915,0,1,0,0,0,0
200323,2014-04-29 15:21:00,40.6789,-73.9246,0,1,0,0,0,0
421028,2014-04-12 21:20:00,40.724,-73.9556,0,0,0,1,0,0
195299,2014-04-28 18:25:00,40.685,-74.0011,0,1,0,0,0,0
320764,2014-04-30 07:26:00,40.7455,-73.9715,0,0,1,0,0,0
512890,2014-04-26 01:12:00,40.7473,-74.008,0,0,0,1,0,0
29190,2014-04-26 16:00:00,40.7691,-73.9817,1,0,0,0,0,0
334670,2014-04-02 09:02:00,40.7727,-73.9555,0,0,0,1,0,0
154476,2014-04-23 15:56:00,40.762,-73.9976,0,1,0,0,0,0
178319,2014-04-26 11:23:00,40.8928,-73.8993,0,1,0,0,0,0
130446,2014-04-18 20:49:00,40.7302,-74.0024,0,1,0,0,0,0
347089,2014-04-03 19:47:00,40.7595,-73.9767,0,0,0,1,0,0
78892,2014-04-09 17:19:00,40.7196,-74.003,0,1,0,0,0,0
141953,2014-04-21 11:20:00,40.7109,-74.0088,0,1,0,0,0,0
126558,2014-04-18 08:24:00,40.7175,-74.0053,0,1,0,0,0,0
447395,2014-04-16 20:44:00,40.7279,-74.0024,0,0,0,1,0,0
545731,2014-04-30 13:36:00,40.7663,-73.961,0,0,0,1,0,0
316671,2014-04-29 08:08:00,40.7717,-73.988,0,0,1,0,0,0
509771,2014-04-25 20:24:00,40.7484,-74.0341,0,0,0,1,0,0
225327,2014-04-02 20:54:00,40.7383,-73.9931,0,0,1,0,0,0
195748,2014-04-28 19:35:00,40.7271,-73.9857,0,1,0,0,0,0
159890,2014-04-24 09:22:00,40.7239,-73.9969,0,1,0,0,0,0
211778,2014-04-30 16:03:00,40.7556,-73.9722,0,1,0,0,0,0
151833,2014-04-23 07:18:00,40.7751,-73.9592,0,1,0,0,0,0
444620,2014-04-16 15:24:00,40.7387,-73.9887,0,0,0,1,0,0
170876,2014-04-25 16:43:00,40.7643,-73.9769,0,1,0,0,0,0
463356,2014-04-18 22:17:00,40.7306,-73.9571,0,0,0,1,0,0
87433,2014-04-11 07:13:00,40.7405,-74.0078,0,1,0,0,0,0
557107,2014-04-08 10:50:00,40.7165,-74.0165,0,0,0,0,1,0
372411,2014-04-06 10:30:00,40.7121,-73.9567,0,0,0,1,0,0
313032,2014-04-27 20:33:00,40.7309,-74.0028,0,0,1,0,0,0
2770,2014-04-03 12:47:00,40.7192,-74.0022,1,0,0,0,0,0
39810,2014-04-02 07:18:00,40.7323,-73.9802,0,1,0,0,0,0
515492,2014-04-26 13:49:00,40.6896,-73.9857,0,0,0,1,0,0
47522,2014-04-03 19:20:00,40.759,-73.9685,0,1,0,0,0,0
383047,2014-04-07 19:54:00,40.7813,-73.9801,0,0,0,1,0,0
344087,2014-04-03 15:12:00,40.708,-74.0145,0,0,0,1,0,0
495459,2014-04-24 08:26:00,40.7229,-73.9931,0,0,0,1,0,0
277972,2014-04-17 14:31:00,40.7692,-73.9667,0,0,1,0,0,0
343257,2014-04-03 13:05:00,40.72,-73.9881,0,0,0,1,0,0
147604,2014-04-22 15:15:00,40.7632,-73.9627,0,1,0,0,0,0
421297,2014-04-12 21:48:00,40.7145,-73.9972,0,0,0,1,0,0
315015,2014-04-28 16:40:00,40.7311,-73.9898,0,0,1,0,0,0
300692,2014-04-24 19:16:00,40.8446,-73.9148,0,0,1,0,0,0
486250,2014-04-22 23:55:00,40.7552,-73.985,0,0,0,1,0,0
277327,2014-04-17 10:06:00,40.774,-73.8722,0,0,1,0,0,0
424263,2014-04-13 10:05:00,40.7377,-73.9806,0,0,0,1,0,0
395262,2014-04-09 16:43:00,40.7028,-73.9907,0,0,0,1,0,0
234263,2014-04-04 20:32:00,40.7549,-73.9716,0,0,1,0,0,0
244893,2014-04-07 19:03:00,40.7801,-73.9455,0,0,1,0,0,0
434988,2014-04-15 11:23:00,40.7374,-73.9929,0,0,0,1,0,0
115049,2014-04-16 14:18:00,40.7204,-74.0019,0,1,0,0,0,0
173413,2014-04-25 20:43:00,40.7413,-74.0061,0,1,0,0,0,0
59623,2014-04-05 18:50:00,40.7438,-73.9838,0,1,0,0,0,0
251207,2014-04-09 16:48:00,40.6704,-73.906,0,0,1,0,0,0
20742,2014-04-18 11:04:00,40.7627,-74.0013,1,0,0,0,0,0
343916,2014-04-03 14:52:00,40.6462,-73.7769,0,0,0,1,0,1
359012,2014-04-04 20:42:00,40.7429,-74.0059,0,0,0,1,0,0
535502,2014-04-29 13:23:00,40.7622,-73.9789,0,0,0,1,0,0
481934,2014-04-22 13:30:00,40.7583,-73.9965,0,0,0,1,0,0
348271,2014-04-03 21:32:00,40.7535,-73.973,0,0,0,1,0,0
176822,2014-04-26 01:53:00,40.7286,-74.0,0,1,0,0,0,0
67347,2014-04-07 12:37:00,40.7645,-73.9836,0,1,0,0,0,0
483585,2014-04-22 17:10:00,40.7774,-73.9625,0,0,0,1,0,0
376971,2014-04-07 07:17:00,40.7816,-73.9768,0,0,0,1,0,0
397727,2014-04-09 21:36:00,40.7617,-73.9856,0,0,0,1,0,0
140926,2014-04-21 06:30:00,40.7389,-74.0061,0,1,0,0,0,0
209265,2014-04-30 12:35:00,40.7154,-73.9995,0,1,0,0,0,0
96601,2014-04-12 18:55:00,40.7158,-74.0116,0,1,0,0,0,0
459146,2014-04-18 12:55:00,40.7219,-73.9896,0,0,0,1,0,0
289963,2014-04-21 17:17:00,40.7032,-73.9868,0,0,1,0,0,0
283661,2014-04-18 23:30:00,40.7421,-74.0058,0,0,1,0,0,0
188686,2014-04-27 15:16:00,40.7994,-73.9702,0,1,0,0,0,0
7752,2014-04-06 21:53:00,40.7299,-73.9916,1,0,0,0,0,0
82706,2014-04-10 13:33:00,40.7245,-73.9982,0,1,0,0,0,0
220401,2014-04-01 15:27:00,40.7104,-73.9846,0,0,1,0,0,0
531937,2014-04-28 19:54:00,40.7545,-73.9889,0,0,0,1,0,0
63183,2014-04-06 08:24:00,40.7471,-73.991,0,1,0,0,0,0
263248,2014-04-12 21:13:00,40.7738,-73.8727,0,0,1,0,0,0
131673,2014-04-18 23:43:00,40.7248,-73.9983,0,1,0,0,0,0
326942,2014-04-01 03:51:00,40.7108,-74.0072,0,0,0,1,0,0
406827,2014-04-11 00:35:00,40.732,-73.9861,0,0,0,1,0,0
149479,2014-04-22 18:37:00,40.7398,-73.9911,0,1,0,0,0,0
243454,2014-04-07 15:29:00,40.7613,-73.9913,0,0,1,0,0,0
187671,2014-04-27 11:58:00,40.7141,-74.0145,0,1,0,0,0,0
16493,2014-04-14 18:20:00,40.7752,-73.9453,1,0,0,0,0,0
163318,2014-04-24 18:12:00,40.76,-73.9677,0,1,0,0,0,0
513164,2014-04-26 01:47:00,40.7849,-73.9771,0,0,0,1,0,0
287439,2014-04-20 14:52:00,40.7375,-73.9561,0,0,1,0,0,0
272349,2014-04-15 21:18:00,40.6744,-73.9786,0,0,1,0,0,0
529283,2014-04-28 11:44:00,40.7828,-73.9594,0,0,0,1,0,0
392470,2014-04-09 07:48:00,40.8502,-73.9347,0,0,0,1,0,0
498314,2014-04-24 16:28:00,40.7414,-73.9854,0,0,0,1,0,0
506480,2014-04-25 15:16:00,40.7064,-74.013,0,0,0,1,0,0
336991,2014-04-02 16:03:00,40.7518,-73.9804,0,0,0,1,0,0
308696,2014-04-26 17:25:00,40.7456,-73.9499,0,0,1,0,0,0
218735,2014-04-30 23:44:00,40.7438,-73.988,0,1,0,0,0,0
198886,2014-04-29 11:38:00,40.7644,-73.9812,0,1,0,0,0,0
417266,2014-04-12 13:20:00,40.7647,-73.9781,0,0,0,1,0,0
349576,2014-04-03 23:44:00,40.7497,-73.9926,0,0,0,1,0,0
442596,2014-04-16 08:12:00,40.685,-73.9641,0,0,0,1,0,0
190160,2014-04-27 19:33:00,40.7217,-73.9977,0,1,0,0,0,0
286595,2014-04-20 02:26:00,40.6892,-73.9551,0,0,1,0,0,0
497499,2014-04-24 14:59:00,40.756,-73.9909,0,0,0,1,0,0
440698,2014-04-15 22:02:00,40.7284,-74.0072,0,0,0,1,0,0
225512,2014-04-02 21:43:00,40.7576,-73.982,0,0,1,0,0,0
191571,2014-04-28 06:25:00,40.742,-74.0038,0,1,0,0,0,0
228223,2014-04-03 18:02:00,40.7123,-74.0092,0,0,1,0,0,0
307854,2014-04-26 14:01:00,40.8789,-73.9149,0,0,1,0,0,0
73856,2014-04-08 16:47:00,40.7146,-73.9569,0,1,0,0,0,0
350194,2014-04-04 05:30:00,40.7312,-73.9745,0,0,0,1,0,0
33177,2014-04-29 21:04:00,40.7019,-73.9777,1,0,0,0,0,0
447981,2014-04-16 21:56:00,40.7681,-73.8619,0,0,0,1,0,0
127128,2014-04-18 11:15:00,40.6879,-73.9915,0,1,0,0,0,0
183446,2014-04-26 21:10:00,40.7296,-74.0008,0,1,0,0,0,0
95820,2014-04-12 17:13:00,40.7814,-73.9565,0,1,0,0,0,0
478934,2014-04-21 20:18:00,40.7631,-73.9814,0,0,0,1,0,0
305470,2014-04-25 20:58:00,40.7421,-74.0079,0,0,1,0,0,0
473014,2014-04-20 17:53:00,40.7883,-73.9546,0,0,0,1,0,0
217028,2014-04-30 21:04:00,40.7644,-73.9733,0,1,0,0,0,0
491738,2014-04-23 18:55:00,40.7248,-73.9806,0,0,0,1,0,0
6592,2014-04-05 20:00:00,40.7735,-73.9599,1,0,0,0,0,0
235788,2014-04-05 07:42:00,40.7241,-73.9936,0,0,1,0,0,0
293211,2014-04-22 19:30:00,40.7207,-74.0008,0,0,1,0,0,0
209035,2014-04-30 12:10:00,40.6863,-73.9745,0,1,0,0,0,0
280915,2014-04-18 08:04:00,40.7235,-73.9946,0,0,1,0,0,0
388877,2014-04-08 17:23:00,40.7453,-73.9887,0,0,0,1,0,0
63763,2014-04-06 12:46:00,40.7222,-74.0042,0,1,0,0,0,0
463917,2014-04-18 23:27:00,40.7303,-73.9864,0,0,0,1,0,0
43430,2014-04-02 21:31:00,40.7242,-73.9978,0,1,0,0,0,0
426535,2014-04-13 18:24:00,40.7615,-73.9827,0,0,0,1,0,0
222107,2014-04-02 03:59:00,40.6952,-73.9833,0,0,1,0,0,0
391554,2014-04-09 04:43:00,40.7175,-74.0106,0,0,0,1,0,0
419465,2014-04-12 18:24:00,40.7438,-73.9879,0,0,0,1,0,0
308432,2014-04-26 16:37:00,40.7563,-73.9974,0,0,1,0,0,0
478490,2014-04-21 18:56:00,40.7223,-73.9994,0,0,0,1,0,0
344420,2014-04-03 15:49:00,40.7149,-74.0023,0,0,0,1,0,0
6628,2014-04-05 20:30:00,40.6484,-73.783,1,0,0,0,0,1
562147,2014-04-24 21:05:00,40.645,-73.782,0,0,0,0,1,1
534825,2014-04-29 10:24:00,40.7182,-74.0072,0,0,0,1,0,0
476596,2014-04-21 13:14:00,40.6418,-73.7881,0,0,0,1,0,1
218192,2014-04-30 22:30:00,40.7584,-73.9725,0,1,0,0,0,0
336942,2014-04-02 15:57:00,40.7519,-73.9814,0,0,0,1,0,0
400516,2014-04-10 11:14:00,40.8357,-73.9169,0,0,0,1,0,0
26533,2014-04-24 16:53:00,40.7273,-73.9952,1,0,0,0,0,0
540834,2014-04-29 22:02:00,40.6997,-73.9787,0,0,0,1,0,0
434459,2014-04-15 09:37:00,40.7761,-73.956,0,0,0,1,0,0
116529,2014-04-16 17:58:00,40.7504,-73.9772,0,1,0,0,0,0
34374,2014-04-30 15:40:00,40.7743,-73.9822,1,0,0,0,0,0
130672,2014-04-18 21:26:00,40.7444,-73.9992,0,1,0,0,0,0
93006,2014-04-12 00:03:00,40.7285,-73.9837,0,1,0,0,0,0
102431,2014-04-13 21:27:00,40.7382,-73.9892,0,1,0,0,0,0
553293,2014-04-30 21:42:00,40.7485,-73.9845,0,0,0,1,0,0
458207,2014-04-18 09:11:00,40.6893,-73.9188,0,0,0,1,0,0
124343,2014-04-17 20:58:00,40.745,-73.9829,0,1,0,0,0,0
204912,2014-04-29 22:09:00,40.7311,-73.9827,0,1,0,0,0,0
533817,2014-04-29 07:24:00,40.7412,-73.9789,0,0,0,1,0,0
38897,2014-04-01 21:18:00,40.7625,-73.9896,0,1,0,0,0,0
512844,2014-04-26 01:06:00,40.7275,-73.9941,0,0,0,1,0,0
419552,2014-04-12 18:32:00,40.7719,-73.9634,0,0,0,1,0,0
515429,2014-04-26 13:37:00,40.7351,-73.9976,0,0,0,1,0,0
174667,2014-04-25 22:18:00,40.7326,-74.0033,0,1,0,0,0,0
183239,2014-04-26 20:54:00,40.7251,-74.0101,0,1,0,0,0,0
365810,2014-04-05 17:47:00,40.7313,-73.9746,0,0,0,1,0,0
528390,2014-04-28 08:00:00,40.7711,-73.8661,0,0,0,1,0,0
450699,2014-04-17 11:19:00,40.7331,-73.9948,0,0,0,1,0,0
496763,2014-04-24 13:00:00,40.7517,-73.9937,0,0,0,1,0,0
527770,2014-04-28 06:25:00,40.6851,-73.9343,0,0,0,1,0,0
73750,2014-04-08 16:30:00,40.758,-73.9791,0,1,0,0,0,0
10332,2014-04-09 07:27:00,40.7865,-73.9726,1,0,0,0,0,0
493102,2014-04-23 21:18:00,40.7579,-73.9864,0,0,0,1,0,0
147985,2014-04-22 15:58:00,40.7473,-73.9833,0,1,0,0,0,0
138279,2014-04-20 12:45:00,40.7152,-73.9584,0,1,0,0,0,0
381809,2014-04-07 18:30:00,40.7365,-73.9974,0,0,0,1,0,0
554676,2014-04-01 08:41:00,40.7416,-73.9752,0,0,0,0,1,0
118346,2014-04-16 22:20:00,40.7601,-73.9651,0,1,0,0,0,0
308238,2014-04-26 15:58:00,40.704,-74.0144,0,0,1,0,0,0
477552,2014-04-21 16:25:00,40.7356,-74.0084,0,0,0,1,0,0
79525,2014-04-09 18:58:00,40.7265,-74.009,0,1,0,0,0,0
481083,2014-04-22 09:11:00,40.7606,-73.9873,0,0,0,1,0,0
152430,2014-04-23 08:57:00,40.7346,-73.9833,0,1,0,0,0,0
300292,2014-04-24 17:57:00,40.7162,-74.0091,0,0,1,0,0,0
493431,2014-04-23 21:56:00,40.7804,-73.9806,0,0,0,1,0,0
304593,2014-04-25 17:57:00,40.7181,-74.0146,0,0,1,0,0,0
507751,2014-04-25 17:23:00,40.7579,-73.9814,0,0,0,1,0,0
334858,2014-04-02 09:43:00,40.7312,-73.9858,0,0,0,1,0,0
105628,2014-04-14 18:17:00,40.6878,-74.182,0,1,0,0,0,2
425674,2014-04-13 15:52:00,40.7577,-73.9752,0,0,0,1,0,0
411521,2014-04-11 17:15:00,40.6982,-74.1856,0,0,0,1,0,2
155215,2014-04-23 17:16:00,40.7605,-73.9777,0,1,0,0,0,0
46378,2014-04-03 16:38:00,40.7521,-73.9876,0,1,0,0,0,0
349826,2014-04-04 01:19:00,40.7355,-74.0005,0,0,0,1,0,0
499138,2014-04-24 17:40:00,40.755,-73.9708,0,0,0,1,0,0
51467,2014-04-04 13:43:00,40.7649,-73.9691,0,1,0,0,0,0
248166,2014-04-08 17:49:00,40.7035,-74.0129,0,0,1,0,0,0
546505,2014-04-30 14:49:00,40.7333,-74.0047,0,0,0,1,0,0
399802,2014-04-10 08:28:00,40.7506,-73.9909,0,0,0,1,0,0
168271,2014-04-25 09:29:00,40.7274,-74.0056,0,1,0,0,0,0
286456,2014-04-20 00:42:00,40.7626,-73.9716,0,0,1,0,0,0
39922,2014-04-02 07:43:00,40.7305,-74.0091,0,1,0,0,0,0
442776,2014-04-16 08:41:00,40.7435,-73.973,0,0,0,1,0,0
21157,2014-04-18 18:54:00,40.7684,-73.9615,1,0,0,0,0,0
19079,2014-04-16 21:59:00,40.7297,-74.0008,1,0,0,0,0,0
223046,2014-04-02 10:31:00,40.7654,-73.9824,0,0,1,0,0,0
203339,2014-04-29 19:27:00,40.732,-74.0027,0,1,0,0,0,0
134543,2014-04-19 17:22:00,40.7164,-73.9431,0,1,0,0,0,0
49029,2014-04-03 22:53:00,40.7508,-73.9782,0,1,0,0,0,0
82439,2014-04-10 12:15:00,40.7546,-73.9809,0,1,0,0,0,0
318425,2014-04-29 17:15:00,40.7605,-73.9798,0,0,1,0,0,0
262050,2014-04-12 15:57:00,40.7693,-73.88,0,0,1,0,0,0
326669,2014-04-30 23:04:00,40.7242,-74.1521,0,0,1,0,0,-1
463443,2014-04-18 22:27:00,40.7409,-74.0074,0,0,0,1,0,0
464446,2014-04-19 01:14:00,40.7469,-73.9973,0,0,0,1,0,0
345583,2014-04-03 17:36:00,40.7505,-73.981,0,0,0,1,0,0
52922,2014-04-04 17:16:00,40.7665,-73.9782,0,1,0,0,0,0
500454,2014-04-24 19:30:00,40.7419,-73.9972,0,0,0,1,0,0
75562,2014-04-08 21:41:00,40.7487,-74.0278,0,1,0,0,0,0
488594,2014-04-23 11:57:00,40.7238,-73.9897,0,0,0,1,0,0
531391,2014-04-28 18:13:00,40.7184,-73.9902,0,0,0,1,0,0
513906,2014-04-26 05:49:00,40.7164,-73.9471,0,0,0,1,0,0
231193,2014-04-04 10:47:00,40.7259,-73.9412,0,0,1,0,0,0
297903,2014-04-24 06:25:00,40.7526,-73.97,0,0,1,0,0,0
65429,2014-04-06 20:57:00,40.7342,-74.003,0,1,0,0,0,0
475095,2014-04-21 06:52:00,40.782,-73.9755,0,0,0,1,0,0
19664,2014-04-17 15:00:00,40.7477,-73.9882,1,0,0,0,0,0
318108,2014-04-29 16:25:00,40.7171,-74.0063,0,0,1,0,0,0
330418,2014-04-01 16:39:00,40.7469,-73.9788,0,0,0,1,0,0
58045,2014-04-05 14:23:00,40.7366,-73.9888,0,1,0,0,0,0
365343,2014-04-05 17:03:00,40.7259,-73.9836,0,0,0,1,0,0
417961,2014-04-12 15:37:00,40.8274,-73.924,0,0,0,1,0,0
37196,2014-04-01 14:54:00,40.7532,-73.9704,0,1,0,0,0,0
38933,2014-04-01 21:27:00,40.7388,-73.9886,0,1,0,0,0,0
492480,2014-04-23 20:14:00,40.7428,-73.9966,0,0,0,1,0,0
22300,2014-04-19 23:44:00,40.7558,-73.9618,1,0,0,0,0,0
525318,2014-04-27 16:25:00,40.727,-73.984,0,0,0,1,0,0
60523,2014-04-05 21:01:00,40.7358,-74.006,0,1,0,0,0,0
228217,2014-04-03 18:01:00,40.7431,-73.9924,0,0,1,0,0,0
205887,2014-04-30 06:04:00,40.7201,-73.992,0,1,0,0,0,0
458075,2014-04-18 08:39:00,40.7489,-73.986,0,0,0,1,0,0
94909,2014-04-12 14:55:00,40.7197,-73.9917,0,1,0,0,0,0
334864,2014-04-02 09:44:00,40.7329,-74.0065,0,0,0,1,0,0
335736,2014-04-02 12:46:00,40.7587,-73.9731,0,0,0,1,0,0
81225,2014-04-10 06:43:00,40.7573,-73.9607,0,1,0,0,0,0
126937,2014-04-18 10:12:00,40.7483,-74.0056,0,1,0,0,0,0
519409,2014-04-26 20:16:00,40.726,-74.0013,0,0,0,1,0,0
543444,2014-04-30 09:13:00,40.7341,-74.0041,0,0,0,1,0,0
477104,2014-04-21 15:10:00,40.716,-74.0153,0,0,0,1,0,0
234520,2014-04-04 21:20:00,40.7563,-73.9845,0,0,1,0,0,0
328343,2014-04-01 09:17:00,40.774,-73.9487,0,0,0,1,0,0
559051,2014-04-14 16:31:00,40.7409,-73.99,0,0,0,0,1,0
199683,2014-04-29 14:10:00,40.6547,-73.9128,0,1,0,0,0,0
259334,2014-04-11 18:07:00,40.7667,-73.9691,0,0,1,0,0,0
112372,2014-04-15 21:51:00,40.7549,-73.9724,0,1,0,0,0,0
542844,2014-04-30 08:10:00,40.7285,-73.9847,0,0,0,1,0,0
131305,2014-04-18 22:48:00,40.7342,-73.9936,0,1,0,0,0,0
344933,2014-04-03 16:41:00,40.7226,-73.998,0,0,0,1,0,0
314806,2014-04-28 15:34:00,40.745,-74.0083,0,0,1,0,0,0
198597,2014-04-29 10:23:00,40.7706,-73.8654,0,1,0,0,0,0
200262,2014-04-29 15:16:00,40.7195,-74.0006,0,1,0,0,0,0
399662,2014-04-10 08:05:00,40.7238,-73.9762,0,0,0,1,0,0
258521,2014-04-11 15:26:00,40.7486,-73.9924,0,0,1,0,0,0
533467,2014-04-29 06:32:00,40.7248,-73.992,0,0,0,1,0,0
506307,2014-04-25 14:53:00,40.6899,-73.9864,0,0,0,1,0,0
112269,2014-04-15 21:39:00,40.734,-74.0063,0,1,0,0,0,0
48378,2014-04-03 21:27:00,40.7607,-73.9871,0,1,0,0,0,0
496749,2014-04-24 12:58:00,40.7082,-73.9516,0,0,0,1,0,0
512357,2014-04-25 23:54:00,40.7622,-73.9828,0,0,0,1,0,0
238987,2014-04-05 23:38:00,40.7358,-74.0061,0,0,1,0,0,0
27,2014-04-01 04:38:00,40.6878,-74.1816,1,0,0,0,0,2
322435,2014-04-30 13:33:00,40.6561,-73.9427,0,0,1,0,0,0
