,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,scale_clarity,scale_color,validate_z
23069,23070,1.18,Ideal,E,VS1,61.4,57.0,11104.0,6.77,6.81,4.17,4,5,False
23070,23071,1.22,Premium,G,IF,59.2,58.0,11104.0,7.02,6.97,4.14,7,3,False
23071,23072,2.25,Ideal,I,SI2,60.7,56.0,11104.0,8.54,8.5,5.17,1,1,False
23072,23073,1.53,Premium,H,VS2,62.7,56.0,11104.0,7.39,7.31,4.61,3,2,False
23073,23074,1.71,Premium,I,SI1,60.2,58.0,11104.0,7.79,7.75,4.68,2,1,False
23074,23075,1.52,Premium,H,VS2,59.4,59.0,11105.0,7.45,7.49,4.44,3,2,False
23075,23076,1.52,Ideal,G,SI1,60.3,57.0,11105.0,7.47,7.51,4.52,2,3,False
23076,23077,1.87,Premium,I,SI2,60.3,61.0,11105.0,7.95,7.91,4.78,1,1,False
23077,23078,2.0,Premium,J,SI2,60.9,54.0,11106.0,8.17,8.12,4.96,1,0,False
23078,23079,1.54,Premium,G,SI1,61.8,59.0,11107.0,7.32,7.37,4.54,2,3,False
23079,23080,1.31,Very Good,G,VVS2,62.2,59.0,11108.0,6.91,6.98,4.32,5,3,False
23080,23081,2.0,Premium,H,SI2,61.4,59.0,11108.0,8.07,8.0,4.93,1,2,False
23081,23082,1.41,Ideal,G,VS1,60.4,57.0,11109.0,7.31,7.22,4.39,4,3,False
23082,23083,1.34,Ideal,H,IF,60.9,57.0,11109.0,7.09,7.19,4.35,7,2,False
23083,23084,2.01,Very Good,J,SI2,61.0,57.0,11110.0,8.09,8.14,4.95,1,0,False
23084,23085,1.58,Ideal,I,SI1,61.7,56.0,11110.0,7.47,7.5,4.62,2,1,False
23085,23086,1.22,Ideal,G,IF,61.7,56.0,11111.0,6.87,6.91,4.25,7,3,False
23086,23087,1.75,Ideal,F,SI2,62.9,57.0,11113.0,7.71,7.59,4.81,1,4,False
23087,23088,1.57,Premium,G,SI1,59.5,58.0,11113.0,7.61,7.56,4.51,2,3,False
23088,23089,1.57,Premium,G,SI1,59.2,59.0,11113.0,7.68,7.6,4.52,2,3,False
23089,23090,1.47,Premium,G,VS2,62.8,57.0,11113.0,7.27,7.22,4.55,3,3,False
23090,23091,1.62,Ideal,H,VS2,62.4,57.0,11114.0,7.48,7.53,4.68,3,2,False
23091,23092,2.25,Premium,I,SI2,61.9,59.0,11114.0,8.42,8.35,5.19,1,1,False
23092,23093,1.13,Ideal,E,VVS2,61.4,57.0,11115.0,6.69,6.74,4.12,5,5,False
23093,23094,1.13,Ideal,E,VVS2,61.6,56.0,11115.0,6.69,6.71,4.13,5,5,False
23094,23095,2.01,Good,I,VS2,59.0,64.0,11115.0,8.25,8.19,4.85,3,1,False
23095,23096,1.02,Ideal,F,IF,62.0,58.0,11116.0,6.44,6.49,4.01,7,4,False
23096,23097,1.34,Premium,G,VVS2,61.3,58.0,11118.0,7.16,7.1,4.37,5,3,False
23097,23098,2.34,Very Good,H,I1,62.4,55.4,11119.0,8.44,8.51,5.29,0,2,False
23098,23099,2.02,Premium,I,SI1,62.1,58.0,11119.0,8.1,8.04,5.01,2,1,False
23099,23100,1.59,Ideal,I,VS1,61.2,58.0,11119.0,7.52,7.5,4.6,4,1,False
23100,23101,2.09,Ideal,G,SI2,62.5,57.0,11119.0,8.21,8.14,5.11,1,3,False
23101,23102,1.16,Ideal,F,VVS2,60.5,57.0,11120.0,6.8,6.86,4.13,5,4,False
23102,23103,1.53,Premium,H,VS1,59.4,59.0,11127.0,7.58,7.51,4.48,4,2,False
23103,23104,1.5,Fair,E,SI1,58.2,66.0,11128.0,7.45,7.4,4.32,2,5,False
23104,23105,1.02,Ideal,E,VVS1,61.3,57.0,11128.0,6.47,6.54,3.99,6,5,False
23105,23106,1.51,Premium,G,SI1,59.6,60.0,11129.0,7.47,7.43,4.44,2,3,False
23106,23107,1.24,Very Good,F,VVS2,62.0,55.0,11130.0,6.88,6.95,4.29,5,4,False
23107,23108,1.3,Premium,F,VS1,62.0,58.0,11130.0,6.94,6.9,4.29,4,4,False
23108,23109,1.1,Ideal,D,VVS2,62.0,57.0,11132.0,6.57,6.62,4.09,5,6,False
23109,23110,1.1,Very Good,D,VVS2,61.7,56.0,11132.0,6.64,6.65,4.1,5,6,False
23110,23111,1.36,Ideal,F,VS1,61.4,57.0,11132.0,7.25,7.09,4.4,4,4,False
23111,23112,1.51,Ideal,H,VS2,62.5,56.0,11133.0,7.37,7.33,4.57,3,2,False
23112,23113,1.7,Very Good,H,VVS2,63.2,56.0,11133.0,7.59,7.56,4.79,5,2,False
23113,23114,1.31,Ideal,F,VS1,61.7,56.0,11136.0,7.02,7.04,4.34,4,4,False
23114,23115,1.7,Premium,D,SI2,63.0,59.0,11138.0,7.67,7.6,4.81,1,6,False
23115,23116,1.23,Ideal,F,VVS2,61.8,56.0,11141.0,6.89,6.84,4.24,5,4,False
23116,23117,1.31,Ideal,G,VVS1,61.1,57.0,11146.0,7.01,7.06,4.3,6,3,False
23117,23118,1.67,Very Good,H,SI1,59.4,61.0,11146.0,7.73,7.78,4.61,2,2,False
23118,23119,1.57,Premium,I,VVS2,60.7,58.0,11146.0,7.54,7.51,4.57,5,1,False
23119,23120,1.28,Ideal,G,VVS1,62.1,56.0,11147.0,6.93,6.96,4.31,6,3,False
23120,23121,1.68,Ideal,D,SI2,62.7,55.0,11147.0,7.45,7.58,4.71,1,6,False
23121,23122,2.2,Premium,H,SI2,58.2,59.0,11147.0,8.52,8.47,4.94,1,2,False
23122,23123,1.56,Ideal,F,SI1,61.2,57.0,11148.0,7.52,7.48,4.59,2,4,True
23123,23124,1.59,Ideal,E,SI2,62.3,55.0,11149.0,7.48,7.52,4.67,1,5,False
23124,23125,1.55,Premium,H,VS2,60.4,60.0,11149.0,7.44,7.39,4.48,3,2,False
23125,23126,1.77,Ideal,J,VS1,62.2,56.0,11150.0,7.77,7.73,4.82,4,0,False
23126,23127,1.62,Ideal,I,VS1,60.8,56.0,11152.0,7.56,7.61,4.62,4,1,False
23127,23128,1.51,Premium,G,SI1,62.6,58.0,11153.0,7.27,7.3,4.56,2,3,False
23128,23129,1.51,Very Good,G,SI1,62.9,57.0,11153.0,7.27,7.3,4.58,2,3,False
23129,23130,1.5,Fair,F,SI1,64.6,60.0,11154.0,7.18,7.1,4.61,2,4,False
23130,23131,1.5,Premium,F,SI1,62.8,56.0,11154.0,7.36,7.3,4.6,2,4,False
23131,23132,1.52,Ideal,H,VS1,62.3,55.0,11154.0,7.36,7.32,4.57,4,2,False
23132,23133,1.01,Ideal,E,VVS1,62.0,57.0,11154.0,6.45,6.39,3.98,6,5,False
23133,23134,1.5,Premium,I,VVS1,62.4,60.0,11155.0,7.32,7.29,4.56,6,1,False
23134,23135,1.66,Ideal,I,VS2,62.3,54.0,11156.0,7.58,7.61,4.73,3,1,False
23135,23136,2.0,Fair,G,SI2,65.1,54.0,11156.0,7.88,7.82,5.11,1,3,False
23136,23137,2.01,Fair,E,SI2,65.5,56.0,11156.0,7.84,7.79,5.12,1,5,False
23137,23138,1.27,Ideal,G,IF,61.5,58.0,11157.0,6.95,6.99,4.29,7,3,False
23138,23139,1.5,Ideal,H,VS2,62.8,57.0,11159.0,7.3,7.25,4.57,3,2,False
23139,23140,1.64,Premium,H,SI1,59.3,61.0,11159.0,7.68,7.64,4.54,2,2,False
23140,23141,1.51,Very Good,G,VS2,59.3,58.0,11161.0,7.32,7.49,4.39,3,3,False
23141,23142,1.51,Very Good,H,VS1,61.8,59.0,11161.0,7.27,7.32,4.51,4,2,False
23142,23143,1.51,Premium,H,VS1,61.0,60.0,11161.0,7.29,7.34,4.46,4,2,False
23143,23144,1.71,Premium,H,VS1,58.1,62.0,11161.0,8.02,7.84,4.61,4,2,False
23144,23145,1.3,Premium,G,VVS1,60.5,60.0,11162.0,7.05,7.01,4.25,6,3,False
23145,23146,1.51,Ideal,H,SI1,62.3,54.0,11163.0,7.37,7.33,4.58,2,2,False
23146,23147,1.02,Premium,E,VVS1,61.5,59.0,11163.0,6.46,6.41,3.96,6,5,False
23147,23148,2.02,Premium,J,SI2,62.1,60.0,11165.0,7.98,8.09,4.99,1,0,False
23148,23149,1.51,Very Good,H,VS2,62.8,60.0,11166.0,7.25,7.28,4.56,3,2,False
23149,23150,1.08,Ideal,E,VVS2,61.0,56.0,11166.0,6.64,6.67,4.06,5,5,False
23150,23151,1.02,Premium,F,IF,62.5,58.0,11167.0,6.54,6.39,4.04,7,4,False
23151,23152,1.02,Ideal,D,VVS2,62.0,56.0,11167.0,6.48,6.43,4.0,5,6,False
23152,23153,1.52,Ideal,I,VVS1,61.9,56.0,11168.0,7.37,7.34,4.55,6,1,False
23153,23154,1.61,Premium,H,SI1,60.8,56.0,11169.0,7.61,7.58,4.62,2,2,False
23154,23155,1.6,Very Good,I,VVS1,59.8,56.0,11170.0,7.6,7.68,4.57,6,1,False
23155,23156,2.03,Ideal,I,SI2,61.1,56.0,11172.0,8.22,8.17,5.01,1,1,False
23156,23157,1.23,Very Good,E,VVS2,60.4,62.0,11175.0,6.88,6.93,4.17,5,5,False
23157,23158,1.21,Premium,F,VVS1,63.0,59.0,11175.0,6.75,6.7,4.24,6,4,False
23158,23159,1.3,Ideal,G,VVS2,62.0,57.0,11175.0,7.03,6.96,4.34,5,3,False
23159,23160,1.52,Very Good,E,SI1,63.5,58.0,11176.0,7.36,7.29,4.65,2,5,False
23160,23161,1.76,Premium,J,VS1,62.0,58.0,11177.0,7.74,7.7,4.79,4,0,False
23161,23162,1.54,Premium,H,VS2,61.0,60.0,11177.0,7.46,7.42,4.54,3,2,False
23162,23163,1.32,Premium,F,VS1,61.7,59.0,11177.0,6.99,6.95,4.3,4,4,False
23163,23164,1.53,Very Good,H,VS2,62.2,58.0,11178.0,7.3,7.34,4.55,3,2,False
23164,23165,1.5,Good,E,SI1,58.9,61.0,11179.0,7.43,7.5,4.4,2,5,False
23165,23166,1.62,Ideal,H,SI1,60.9,58.0,11180.0,7.53,7.61,4.61,2,2,False
23166,23167,1.5,Ideal,G,SI1,62.0,56.0,11180.0,7.33,7.29,4.53,2,3,False
23167,23168,1.7,Good,G,SI1,58.2,64.0,11180.0,7.89,7.85,4.58,2,3,False
23168,23169,1.2,Good,F,VVS1,63.6,57.0,11182.0,6.74,6.71,4.28,6,4,False
23169,23170,1.23,Ideal,G,VVS1,61.2,56.0,11182.0,6.94,6.9,4.23,6,3,False
23170,23171,1.18,Ideal,E,VVS2,61.6,58.0,11184.0,6.78,6.82,4.19,5,5,False
23171,23172,2.01,Premium,J,SI1,60.3,56.0,11188.0,8.02,7.96,4.82,2,0,False
23172,23173,1.51,Premium,H,VS2,61.2,58.0,11188.0,7.4,7.36,4.52,3,2,False
23173,23174,1.5,Premium,G,VS2,59.9,58.0,11189.0,7.38,7.34,4.41,3,3,False
23174,23175,1.5,Premium,H,VS1,62.1,59.0,11189.0,7.31,7.27,4.53,4,2,False
23175,23176,2.0,Fair,J,SI1,66.4,55.0,11189.0,7.82,7.67,5.15,2,0,False
23176,23177,1.5,Premium,G,VS2,58.4,58.0,11189.0,7.54,7.5,4.39,3,3,False
23177,23178,1.5,Ideal,H,SI1,62.0,55.0,11189.0,7.34,7.29,4.54,2,2,False
23178,23179,2.0,Very Good,J,SI1,63.3,59.0,11189.0,7.95,7.89,5.01,2,0,False
23179,23180,1.5,Premium,H,VS1,59.9,60.0,11189.0,7.44,7.39,4.44,4,2,False
23180,23181,1.6,Premium,G,SI1,62.4,61.0,11189.0,7.43,7.4,4.63,2,3,False
23181,23182,1.7,Very Good,I,VS2,58.5,59.0,11190.0,7.81,7.89,4.59,3,1,False
23182,23183,1.51,Very Good,F,SI1,62.4,55.0,11190.0,7.28,7.34,4.56,2,4,False
23183,23184,2.06,Premium,I,SI2,62.2,60.0,11190.0,8.14,8.1,5.05,1,1,False
23184,23185,1.61,Ideal,G,SI1,61.2,55.0,11192.0,7.57,7.62,4.65,2,3,False
23185,23186,1.5,Very Good,E,SI1,64.0,58.0,11194.0,7.21,7.23,4.62,2,5,False
23186,23187,1.5,Premium,H,VS2,62.4,59.0,11194.0,7.32,7.29,4.56,3,2,False
23187,23188,1.74,Ideal,J,VS1,61.1,56.0,11194.0,7.85,7.79,4.78,4,0,False
23188,23189,1.06,Ideal,F,IF,61.0,57.0,11195.0,6.64,6.55,4.02,7,4,False
23189,23190,1.05,Ideal,D,VVS2,61.9,54.0,11196.0,6.53,6.55,4.05,5,6,False
23190,23191,1.29,Ideal,F,VS1,60.7,57.0,11197.0,7.08,7.05,4.29,4,4,False
23191,23192,2.0,Premium,F,SI2,60.6,62.0,11198.0,8.19,7.84,4.86,1,4,False
23192,23193,1.71,Ideal,F,SI2,62.1,54.0,11199.0,7.72,7.67,4.78,1,4,False
23193,23194,2.0,Premium,H,SI1,61.7,58.0,11200.0,7.82,7.77,4.81,2,2,False
23194,23195,2.0,Premium,H,SI2,62.1,60.0,11202.0,8.1,8.01,5.3,1,2,False
23195,23196,2.0,Fair,H,SI2,55.3,65.0,11202.0,8.42,8.35,4.64,1,2,False
23196,23197,1.38,Ideal,F,VS2,61.9,55.0,11205.0,7.16,7.12,4.42,3,4,False
23197,23198,1.52,Premium,H,VS2,59.4,59.0,11206.0,7.49,7.45,4.44,3,2,False
23198,23199,1.52,Ideal,H,VS2,60.7,56.0,11206.0,7.49,7.41,4.52,3,2,False
23199,23200,1.14,Ideal,E,VVS2,61.6,57.0,11206.0,6.68,6.73,4.13,5,5,False
23200,23201,1.27,Ideal,G,VS1,61.2,57.0,11206.0,6.97,6.98,4.27,4,3,False
23201,23202,2.04,Premium,J,VS2,60.9,59.0,11209.0,8.25,8.21,5.01,3,0,False
23202,23203,1.54,Premium,G,SI1,61.8,59.0,11209.0,7.37,7.32,4.54,2,3,False
23203,23204,1.06,Ideal,D,VVS2,61.1,56.0,11209.0,6.58,6.59,4.02,5,6,False
23204,23205,1.51,Good,D,SI1,63.6,61.0,11212.0,7.1,7.25,4.56,2,6,False
23205,23206,2.01,Fair,J,SI1,64.4,61.0,11212.0,7.74,7.78,5.0,2,0,False
23206,23207,1.28,Very Good,G,VVS1,60.3,59.0,11214.0,6.99,7.03,4.23,6,3,False
23207,23208,1.0,Very Good,E,IF,62.5,55.0,11214.0,6.28,6.39,3.96,7,5,False
23208,23209,1.5,Very Good,G,VS1,59.1,62.0,11216.0,7.38,7.42,4.37,4,3,False
23209,23210,1.62,Ideal,I,VS2,61.8,55.0,11217.0,7.56,7.59,4.68,3,1,False
23210,23211,1.26,Ideal,G,VVS1,61.7,56.0,11218.0,6.96,6.98,4.3,6,3,False
23211,23212,1.5,Very Good,H,VS2,60.0,62.0,11220.0,7.38,7.41,4.44,3,2,False
23212,23213,1.52,Premium,D,SI1,60.8,61.0,11220.0,7.39,7.26,4.45,2,6,False
23213,23214,1.61,Ideal,E,SI2,61.3,59.0,11220.0,7.47,7.57,4.61,1,5,False
23214,23215,2.34,Ideal,H,I1,62.4,55.0,11221.0,8.51,8.44,5.29,0,2,False
23215,23216,1.71,Good,F,SI2,64.0,59.0,11225.0,7.53,7.44,4.79,1,4,False
23216,23217,1.72,Ideal,I,VS2,62.8,57.0,11226.0,7.69,7.63,4.81,3,1,False
23217,23218,1.14,Ideal,F,VVS1,60.1,60.0,11226.0,6.79,6.83,4.09,6,4,False
23218,23219,2.26,Premium,H,SI2,61.9,58.0,11226.0,8.37,8.33,5.17,1,2,False
23219,23220,1.71,Premium,G,SI2,62.6,57.0,11227.0,7.66,7.6,4.78,1,3,False
23220,23221,1.7,Ideal,I,SI1,62.4,56.0,11228.0,7.68,7.64,4.78,2,1,False
23221,23222,1.7,Premium,F,SI2,60.5,59.0,11228.0,7.77,7.73,4.69,1,4,False
23222,23223,1.53,Ideal,F,SI1,62.0,56.0,11229.0,7.43,7.38,4.59,2,4,False
23223,23224,1.51,Premium,G,SI1,60.5,59.0,11230.0,7.49,7.41,4.51,2,3,False
23224,23225,1.53,Ideal,G,SI1,62.4,57.0,11230.0,7.33,7.41,4.6,2,3,False
23225,23226,1.24,Premium,F,VVS2,62.0,55.0,11231.0,6.95,6.88,4.29,5,4,False
23226,23227,1.5,Premium,E,SI1,61.5,58.0,11233.0,7.28,7.36,4.5,2,5,False
23227,23228,1.1,Ideal,F,IF,62.0,57.0,11233.0,6.65,6.57,4.1,7,4,False
23228,23229,1.1,Ideal,D,VVS2,62.0,57.0,11233.0,6.62,6.57,4.09,5,6,False
23229,23230,1.1,Premium,D,VVS2,61.7,56.0,11233.0,6.65,6.64,4.1,5,6,False
23230,23231,1.24,Very Good,F,VVS2,59.0,58.0,11234.0,6.98,7.03,4.13,5,4,False
23231,23232,2.06,Ideal,J,SI2,61.9,55.0,11234.0,8.19,8.23,5.08,1,0,False
23232,23233,1.52,Good,G,VS2,63.3,57.0,11235.0,7.27,7.32,4.62,3,3,False
23233,23234,1.31,Ideal,F,VS1,61.7,56.0,11237.0,7.04,7.02,4.34,4,4,False
23234,23235,2.36,Ideal,I,SI2,60.8,54.0,11238.0,8.68,8.57,5.24,1,1,False
23235,23236,1.71,Premium,I,VS1,60.6,57.0,11246.0,7.82,7.73,4.71,4,1,False
23236,23237,1.31,Ideal,G,VVS1,61.1,57.0,11247.0,7.06,7.01,4.3,6,3,False
23237,23238,1.71,Premium,G,SI2,60.9,58.0,11248.0,7.68,7.72,4.69,1,3,False
23238,23239,1.28,Ideal,G,VVS1,62.1,56.0,11248.0,6.96,6.93,4.31,6,3,False
23239,23240,1.67,Premium,H,SI1,59.4,61.0,11248.0,7.78,7.73,4.61,2,2,False
23240,23241,1.39,Premium,E,VS2,61.7,59.0,11248.0,7.13,7.09,4.39,3,5,False
23241,23242,1.71,Good,I,VS2,58.0,60.0,11250.0,7.85,7.9,4.57,3,1,False
23242,23243,1.59,Ideal,E,SI2,62.3,55.0,11251.0,7.52,7.48,4.67,1,5,False
23243,23244,1.5,Premium,F,VS2,61.1,59.0,11255.0,7.37,7.35,4.5,3,4,False
23244,23245,1.31,Premium,G,VVS2,59.6,61.0,11255.0,7.23,7.14,4.28,5,3,False
23245,23246,2.0,Ideal,I,SI2,59.8,55.0,11255.0,8.28,8.18,4.92,1,1,False
23246,23247,1.51,Ideal,G,SI1,62.9,57.0,11255.0,7.3,7.27,4.58,2,3,False
23247,23248,1.51,Premium,G,SI1,62.6,58.0,11255.0,7.3,7.27,4.56,2,3,False
23248,23249,1.7,Ideal,I,VS2,61.7,56.0,11257.0,7.64,7.72,4.74,3,1,False
23249,23250,1.7,Premium,I,VS2,61.7,59.0,11257.0,7.63,7.68,4.72,3,1,False
23250,23251,1.7,Premium,I,VS2,61.2,59.0,11257.0,7.55,7.62,4.64,3,1,False
23251,23252,1.58,Ideal,H,VS2,62.7,56.0,11262.0,7.39,7.44,4.65,3,2,False
23252,23253,1.4,Very Good,G,VS1,62.6,58.0,11262.0,7.03,7.07,4.41,4,3,False
23253,23254,1.78,Premium,H,SI2,59.1,60.0,11262.0,7.93,7.87,4.67,1,2,False
23254,23255,1.51,Very Good,E,SI1,61.4,60.0,11263.0,7.3,7.38,4.51,2,5,False
23255,23256,1.51,Premium,H,VS1,61.8,59.0,11263.0,7.32,7.27,4.51,4,2,False
23256,23257,1.51,Very Good,H,VS1,63.2,60.0,11263.0,7.23,7.17,4.55,4,2,False
23257,23258,1.51,Premium,H,VS1,61.0,60.0,11263.0,7.34,7.29,4.46,4,2,False
23258,23259,1.51,Fair,H,VS1,58.0,67.0,11263.0,7.63,7.57,4.41,4,2,False
23259,23260,1.53,Very Good,F,SI1,62.0,56.0,11267.0,7.39,7.47,4.61,2,4,False
23260,23261,1.24,Very Good,F,VVS2,63.6,56.0,11268.0,6.75,6.8,4.31,5,4,False
23261,23262,1.51,Premium,H,VS2,62.9,59.0,11268.0,7.31,7.25,4.58,3,2,False
23262,23263,1.51,Premium,H,VS2,62.8,60.0,11268.0,7.28,7.25,4.56,3,2,False
23263,23264,1.04,Very Good,E,IF,63.6,58.0,11269.0,6.41,6.43,4.08,7,5,False
23264,23265,1.41,Premium,E,VS2,61.3,58.0,11269.0,7.29,7.25,4.46,3,5,False
23265,23266,1.57,Premium,H,VS1,59.8,60.0,11272.0,7.63,7.56,4.54,4,2,False
23266,23267,1.52,Ideal,H,VS2,62.4,58.0,11272.0,7.3,7.37,4.58,3,2,False
23267,23268,2.04,Very Good,J,SI2,61.7,57.0,11276.0,8.1,8.13,5.01,1,0,False
23268,23269,1.04,Premium,E,VVS1,60.9,58.0,11279.0,6.53,6.61,4.0,6,5,False
23269,23270,1.53,Premium,H,VS2,62.2,58.0,11280.0,7.34,7.3,4.55,3,2,False
23270,23271,1.55,Very Good,D,SI2,58.9,57.0,11284.0,7.59,7.63,4.48,1,6,False
23271,23272,1.38,Very Good,F,VS1,61.4,61.0,11286.0,7.1,7.14,4.37,4,4,False
23272,23273,1.61,Ideal,G,SI1,61.2,55.0,11294.0,7.62,7.57,4.65,2,3,False
23273,23274,1.5,Good,G,VS2,59.0,58.0,11294.0,7.41,7.45,4.38,3,3,False
23274,23275,1.58,Ideal,E,SI1,61.4,55.0,11294.0,7.53,7.5,4.61,2,5,False
23275,23276,1.5,Ideal,H,VS1,62.3,54.7,11296.0,7.29,7.33,4.55,4,2,False
23276,23277,1.56,Premium,F,SI1,60.1,60.0,11299.0,7.56,7.52,4.53,2,4,False
23277,23278,1.2,Premium,E,VVS2,62.1,58.0,11301.0,6.76,6.7,4.18,5,5,False
23278,23279,1.51,Very Good,F,SI1,62.1,55.0,11302.0,7.29,7.37,4.55,2,4,False
23279,23280,1.51,Ideal,F,SI1,60.7,59.0,11302.0,7.42,7.44,4.51,2,4,False
23280,23281,1.43,Ideal,G,VS1,59.9,57.0,11302.0,7.35,7.3,4.39,4,3,False
23281,23282,1.5,Very Good,H,VVS2,62.7,58.0,11303.0,7.21,7.24,4.53,5,2,False
23282,23283,1.53,Good,E,SI1,63.5,58.0,11303.0,7.29,7.35,4.65,2,5,False
23283,23284,1.61,Premium,G,SI1,62.6,58.0,11303.0,7.48,7.45,4.67,2,3,False
23284,23285,1.64,Ideal,I,VS1,60.5,57.0,11305.0,7.68,7.62,4.64,4,1,False
23285,23286,1.65,Premium,D,SI1,60.4,60.0,11310.0,7.63,7.58,4.59,2,6,False
23286,23287,2.01,Good,I,SI2,56.9,59.0,11312.0,8.41,8.3,4.74,1,1,False
23287,23288,2.01,Premium,I,SI2,63.0,56.0,11312.0,8.05,7.96,5.05,1,1,False
23288,23289,2.08,Good,I,SI2,57.0,63.0,11313.0,8.49,8.45,4.83,1,1,False
23289,23290,1.37,Ideal,E,VS2,60.3,54.0,11314.0,7.26,7.2,4.36,3,5,False
23290,23291,2.02,Ideal,J,SI2,62.7,56.9,11314.0,8.03,8.07,5.05,1,0,False
23291,23292,1.7,Premium,F,SI2,60.1,58.0,11322.0,7.74,7.67,4.63,1,4,False
23292,23293,2.0,Fair,I,VS1,58.5,68.0,11322.0,8.26,8.15,4.8,4,1,False
23293,23294,1.5,Premium,H,VS2,60.0,62.0,11322.0,7.41,7.38,4.44,3,2,False
23294,23295,1.26,Ideal,E,VS1,61.2,56.0,11323.0,6.97,6.93,4.25,4,5,False
23295,23296,1.5,Very Good,E,SI1,59.4,59.0,11325.0,7.42,7.49,4.43,2,5,False
23296,23297,1.8,Premium,J,VS1,58.2,61.0,11329.0,8.07,7.95,4.66,4,0,False
23297,23298,1.11,Very Good,E,VVS1,60.2,59.0,11330.0,6.67,6.79,4.05,6,5,False
23298,23299,1.59,Very Good,H,VS2,60.7,61.1,11333.0,7.5,7.56,4.57,3,2,False
23299,23300,1.59,Premium,H,VS2,62.1,58.0,11333.0,7.42,7.48,4.63,3,2,False
23300,23301,1.52,Ideal,H,VS2,61.8,55.1,11333.0,7.38,7.42,4.58,3,2,False
23301,23302,1.54,Ideal,G,SI1,61.5,55.0,11333.0,7.4,7.45,4.57,2,3,False
23302,23303,1.03,Premium,D,VVS2,60.1,58.0,11335.0,6.55,6.6,3.95,5,6,False
23303,23304,1.81,Good,G,SI2,58.9,55.0,11336.0,7.99,8.04,4.72,1,3,False
23304,23305,2.06,Ideal,J,SI2,61.9,55.0,11337.0,8.23,8.19,5.08,1,0,False
23305,23306,1.52,Very Good,G,VS2,63.3,57.0,11338.0,7.32,7.27,4.62,3,3,False
23306,23307,1.67,Ideal,F,SI2,62.4,54.0,11341.0,7.6,7.63,4.75,1,4,False
23307,23308,1.56,Premium,H,VS1,62.0,57.0,11345.0,7.48,7.43,4.62,4,2,False
23308,23309,1.41,Premium,G,VS1,62.1,59.0,11347.0,7.1,7.06,4.4,4,3,False
23309,23310,1.62,Very Good,H,SI1,62.2,58.0,11351.0,7.46,7.5,4.65,2,2,False
23310,23311,1.71,Premium,G,SI2,60.9,58.0,11351.0,7.72,7.68,4.69,1,3,False
23311,23312,1.5,Very Good,D,SI1,63.4,58.0,11352.0,7.16,7.25,4.57,2,6,False
23312,23313,1.5,Very Good,D,SI1,63.5,57.0,11352.0,7.23,7.28,4.61,2,6,False
23313,23314,2.0,Fair,G,SI2,65.1,57.0,11355.0,7.84,7.78,5.09,1,3,False
23314,23315,2.0,Premium,G,SI2,61.7,60.0,11355.0,7.95,7.9,4.89,1,3,False
23315,23316,1.5,Premium,H,VS2,61.8,59.0,11360.0,7.3,7.35,4.53,3,2,False
23316,23317,1.7,Premium,I,VS2,61.2,59.0,11360.0,7.62,7.55,4.64,3,1,False
23317,23318,1.7,Premium,I,VS2,61.7,59.0,11360.0,7.68,7.63,4.72,3,1,False
23318,23319,1.7,Ideal,I,VS2,61.7,56.0,11360.0,7.72,7.64,4.74,3,1,False
23319,23320,1.72,Premium,I,VS2,58.3,61.0,11360.0,7.91,7.87,4.6,3,1,False
23320,23321,1.55,Good,H,VS2,61.0,61.0,11364.0,7.42,7.47,4.54,3,2,False
23321,23322,1.03,Ideal,F,IF,61.3,56.0,11365.0,6.53,6.55,4.01,7,4,False
23322,23323,1.58,Ideal,H,VS2,62.7,56.0,11365.0,7.44,7.39,4.65,3,2,False
23323,23324,1.5,Good,E,SI1,63.0,54.0,11368.0,7.19,7.26,4.55,2,5,False
23324,23325,1.4,Premium,F,VS2,60.7,58.0,11368.0,7.26,7.17,4.38,3,4,False
23325,23326,1.7,Premium,I,VS2,60.5,61.0,11369.0,7.68,7.65,4.64,3,1,False
23326,23327,1.53,Premium,F,SI1,62.0,56.0,11370.0,7.47,7.39,4.61,2,4,False
23327,23328,1.28,Ideal,G,IF,60.8,57.0,11372.0,7.02,7.05,4.28,7,3,False
23328,23329,1.51,Premium,F,SI1,62.2,58.0,11374.0,7.32,7.27,4.54,2,4,False
23329,23330,1.51,Premium,F,SI1,62.2,58.0,11374.0,7.32,7.27,4.54,2,4,False
23330,23331,1.24,Ideal,G,IF,62.4,56.0,11376.0,6.86,6.89,4.29,7,3,True
23331,23332,1.52,Ideal,H,VS2,61.8,54.0,11379.0,7.42,7.43,4.59,3,2,False
23332,23333,1.52,Ideal,H,VS2,61.9,55.0,11379.0,7.38,7.43,4.58,3,2,False
23333,23334,1.53,Very Good,F,VS1,63.2,58.0,11379.0,7.33,7.3,4.62,4,4,False
23334,23335,2.03,Ideal,H,SI2,61.9,57.0,11379.0,8.14,8.1,5.03,1,2,False
23335,23336,1.58,Premium,G,VS1,60.8,58.0,11380.0,7.58,7.52,4.59,4,3,False
23336,23337,1.04,Premium,E,VVS1,60.9,58.0,11382.0,6.61,6.53,4.0,6,5,False
23337,23338,1.23,Very Good,F,VVS2,62.2,58.0,11382.0,6.81,6.86,4.25,5,4,False
23338,23339,1.5,Ideal,E,SI1,62.0,55.0,11385.0,7.32,7.4,4.56,2,5,False
